,alter_j,alter_k,relationship
288.0,12,19,No
289.0,12,20,No
290.0,12,21,No
291.0,12,22,No
292.0,12,23,No
293.0,12,24,No
294.0,12,25,No
295.0,12,26,No
296.0,12,27,Sí
297.0,12,28,Sí
298.0,12,29,No
299.0,13,14,No
300.0,13,15,No
301.0,13,16,No
302.0,13,17,No
303.0,13,18,No
304.0,13,19,No
305.0,13,20,No
306.0,13,21,No
307.0,13,22,No
308.0,13,23,No
309.0,13,24,No
310.0,13,25,No
311.0,13,26,No
312.0,13,27,Sí
313.0,13,28,Sí
314.0,13,29,No
315.0,14,15,Sí
316.0,14,16,Sí
317.0,14,17,No
318.0,14,18,No
319.0,14,19,No
320.0,14,20,No
321.0,14,21,Quizás
322.0,14,22,No
323.0,14,23,No
324.0,14,24,Quizás
325.0,14,25,No
326.0,14,26,No
327.0,14,27,No
328.0,14,28,No
329.0,14,29,No
330.0,15,16,Sí
331.0,15,17,No
332.0,15,18,No
333.0,15,19,No
334.0,15,20,No
335.0,15,21,No
336.0,15,22,No
337.0,15,23,No
338.0,15,24,No
339.0,15,25,No
340.0,15,26,No
341.0,15,27,No
342.0,15,28,No
343.0,15,29,No
344.0,16,17,No
345.0,16,18,No
346.0,16,19,No
347.0,16,20,No
348.0,16,21,Quizás
349.0,16,22,No
350.0,16,23,No
351.0,16,24,No
352.0,16,25,No
353.0,16,26,No
354.0,16,27,No
355.0,16,28,No
356.0,16,29,No
357.0,17,18,Sí
358.0,17,19,No
359.0,17,20,Sí
360.0,17,21,Sí
361.0,17,22,Sí
362.0,17,23,Sí
363.0,17,24,Sí
364.0,17,25,No
365.0,17,26,No
366.0,17,27,No
367.0,17,28,No
368.0,17,29,No
369.0,18,19,No
370.0,18,20,No
371.0,18,21,No
372.0,18,22,No
373.0,18,23,No
374.0,18,24,Sí
375.0,18,25,No
376.0,18,26,No
377.0,18,27,No
378.0,18,28,No
379.0,18,29,No
380.0,19,20,Sí
381.0,19,21,Sí
382.0,19,22,Sí
383.0,19,23,No
384.0,19,24,No
385.0,19,25,Quizás
386.0,19,26,No
387.0,19,27,No
388.0,19,28,No
389.0,19,29,No
390.0,20,21,Sí
391.0,20,22,Sí
392.0,20,23,Sí
393.0,20,24,No
394.0,20,25,Quizás
395.0,20,26,No
396.0,20,27,No
397.0,20,28,No
398.0,20,29,No
399.0,21,22,Sí
400.0,21,23,Sí
401.0,21,24,No
402.0,21,25,Quizás
403.0,21,26,No
404.0,21,27,No
405.0,21,28,Quizás
406.0,21,29,No
407.0,22,23,Sí
408.0,22,24,No
409.0,22,25,Quizás
410.0,22,26,No
411.0,22,27,No
412.0,22,28,No
413.0,22,29,No
414.0,23,24,No
415.0,23,25,No
416.0,23,26,No
417.0,23,27,No
418.0,23,28,No
419.0,23,29,No
420.0,24,25,No
421.0,24,26,No
422.0,24,27,No
423.0,24,28,No
424.0,24,29,No
425.0,25,26,No
426.0,25,27,Quizás
427.0,25,28,Sí
428.0,25,29,No
429.0,26,27,Sí
430.0,26,28,Sí
431.0,26,29,No
432.0,27,28,No
433.0,27,29,No
434.0,28,29,No
